BarLengthIndex,BarSizeVA_deg,StimulusGroup,Direction,CorrectTrials,TotalTrials,PctCorrect_pct,MeanRT_s
1,4.0000,ShortGroup,Right_0,5,5,100.0000,0.3775
1,4.0000,ShortGroup,Up_90,5,5,100.0000,0.3809
1,4.0000,ShortGroup,Left_180,5,5,100.0000,0.2809
1,4.0000,ShortGroup,Down_270,5,5,100.0000,0.2908
2,4.1000,ShortGroup,Right_0,5,5,100.0000,0.3676
2,4.1000,ShortGroup,Up_90,5,5,100.0000,0.4209
2,4.1000,ShortGroup,Left_180,5,5,100.0000,0.2875
2,4.1000,ShortGroup,Down_270,5,5,100.0000,0.2809
3,4.7000,ShortGroup,Right_0,0,5,0.0000,NaN
3,4.7000,ShortGroup,Up_90,0,5,0.0000,NaN
3,4.7000,ShortGroup,Left_180,1,5,20.0000,0.2841
3,4.7000,ShortGroup,Down_270,1,5,20.0000,0.3175
4,5.0000,ShortGroup,Right_0,0,5,0.0000,NaN
4,5.0000,ShortGroup,Up_90,0,5,0.0000,NaN
4,5.0000,ShortGroup,Left_180,0,5,0.0000,NaN
4,5.0000,ShortGroup,Down_270,0,5,0.0000,NaN
5,5.1000,MidGroup,Right_0,5,5,100.0000,0.3742
5,5.1000,MidGroup,Up_90,4,5,80.0000,0.3717
5,5.1000,MidGroup,Left_180,4,5,80.0000,0.3342
5,5.1000,MidGroup,Down_270,5,5,100.0000,0.3309
6,5.7000,MidGroup,Right_0,5,5,100.0000,0.3375
6,5.7000,MidGroup,Up_90,3,5,60.0000,0.3676
6,5.7000,MidGroup,Left_180,4,5,80.0000,0.3259
6,5.7000,MidGroup,Down_270,4,5,80.0000,0.3134
7,6.0000,MidGroup,Right_0,5,5,100.0000,0.3575
7,6.0000,MidGroup,Up_90,4,5,80.0000,0.3592
7,6.0000,MidGroup,Left_180,3,5,60.0000,0.3175
7,6.0000,MidGroup,Down_270,5,5,100.0000,0.4142
8,6.1000,MidGroup,Right_0,4,5,80.0000,0.3592
8,6.1000,MidGroup,Up_90,3,5,60.0000,0.3786
8,6.1000,MidGroup,Left_180,3,5,60.0000,0.3065
8,6.1000,MidGroup,Down_270,3,5,60.0000,0.3897
9,6.7000,LongGroup,Right_0,2,4,50.0000,0.3425
9,6.7000,LongGroup,Up_90,5,5,100.0000,0.3276
9,6.7000,LongGroup,Left_180,4,5,80.0000,0.3008
9,6.7000,LongGroup,Down_270,5,5,100.0000,0.2942
10,7.0000,LongGroup,Right_0,5,5,100.0000,0.3442
10,7.0000,LongGroup,Up_90,5,5,100.0000,0.3942
10,7.0000,LongGroup,Left_180,5,5,100.0000,0.3043
10,7.0000,LongGroup,Down_270,5,5,100.0000,0.2876
11,7.6000,LongGroup,Right_0,5,5,100.0000,0.3176
11,7.6000,LongGroup,Up_90,5,5,100.0000,0.4109
11,7.6000,LongGroup,Left_180,5,5,100.0000,0.2975
11,7.6000,LongGroup,Down_270,5,5,100.0000,0.2809
12,7.8000,LongGroup,Right_0,5,5,100.0000,0.3109
12,7.8000,LongGroup,Up_90,5,5,100.0000,0.4709
12,7.8000,LongGroup,Left_180,5,5,100.0000,0.2675
12,7.8000,LongGroup,Down_270,5,5,100.0000,0.3142
